简称,全名,基准价,跳蚤价,商人收购价,收购商人,差价
Lobaev 30毫米,Lobar Arms 30毫米瞄准镜基座,4086,75000,2451,Jaeger,72549
226FDE,西格-绍尔P226（战斗型）FDE手枪握把,1247,1000,698,Mechanic,302
KATT,Kiba Arms Tactical战斧,16800,80000,10080,Jaeger,69920
MOE AKM,Magpul MOE AKM/AK护木（Black）,16234,45000,9091,Mechanic,35909
AFG M-LOK,Magpul M-LOK AFG战术握把,7043,43499,3944,Mechanic,39555
AFG M-LOK,Magpul M-LOK AFG 战术握把 (FDE),7014,88888,3927,Mechanic,84961
AFG M-LOK,Magpul M-LOK AFG（Olive Drab）战术握把,7984,60000,4471,Mechanic,55529
AFG M-LOK,Magpul M-LOK AFG（Stealth Gray）战术握把,7925,7666,4438,Mechanic,3228
MOE AKM,AK Magpul MOE AKM 护木 (FDE),13885,15555,7775,Mechanic,7780
MOE AKM,Magpul MOE AKM/AK护木（Olive Drab）,13666,14888,7652,Mechanic,7236
MOE AKM,Magpul MOE AKM/AK护木（黑红色）,14141,10000,7918,Mechanic,2082
MOE AKM,Magpul MOE AKM/AK护木（Stealth Gray）,13751,15000,7700,Mechanic,7300
PP-91 Kedr,PP-91 “雪松” 9x18PM冲锋枪,18846,24999,10553,Mechanic,14446
PP91 Std,PP-91 9x18PM标准20发弹匣,1502,4000,841,Mechanic,3159
PP91 Std,PP-91 9x18PM 30发标准弹匣,2877,19999,1611,Mechanic,18388
PP91聚合物,ZMZ PP-91聚合物手枪式握把,1319,50000,738,Mechanic,49262
WF501B,Ultrafire WF-501B手电筒,3752,15000,2101,Mechanic,12899
25毫米环,Kiba Arms 25毫米环形基座,2799,45000,1679,Jaeger,43321
NT-4 blk.,KAC QDSS NT-4 Black 5.56x45消音器,47712,29999,26718,Mechanic,3281
NT-4 FDE,KAC QDSS NT-4 FDE 5.56x45消音器,45247,31000,25338,Mechanic,5662
AKS-74U,AKS-74U 5.45x39 短突击步枪,13643,33333,7640,Mechanic,25693
6P26 0-20,IzhMash 5.45x39 AKS-74U膛口制退器（6P26 0-20）,719,783,402,Mechanic,381
6P26 Sb.6,AKS-74U木制护木（6P26 Sb.6）,698,7333,390,Mechanic,6943
6P26 Sb.7,AKS-74U防尘盖（6P26 Sb.7）,1198,6000,670,Mechanic,5330
6P26 Sb.5,IzhMash AKS-74U金属枪托（6P26 Sb.5）,1544,5800,926,Jaeger,4874
A-2607,A-2607-大马士革匕首,3591,16000,2154,Jaeger,13846
A-2607,A-2607-95x18匕首,5112,14000,3067,Jaeger,10933
6P4 Sb.9,Izhmash AK胶木层压板手枪式握把（6P4 Sb.9）,739,11111,413,Mechanic,10698
Kedr RIS,Rotor 43 RIS PP Kedr导轨基座,3823,10000,2293,Jaeger,7707
PSO眼罩,PSO瞄准镜眼罩,276,300,154,Mechanic,146
PP-91-01 Kedr-B,PP-91-01 Kedr-B 9x18PM冲锋枪,20238,60000,11333,Mechanic,48667
PP-91-01膛口螺纹,"PP-91-01 ""Kedr-B""螺纹消音器转接器",5110,0,2861,Mechanic,0
PP-91-01抑制器,PP-91-01 Kedr-B 9x18PM抑制器,14681,30000,8221,Mechanic,21779
PP-9 Klin,PP-9 “楔子” 9x18PMM 微型冲锋枪,24460,23999,13697,Mechanic,10302
LS321,Holosun LS321战术设备,12531,20000,7017,Mechanic,12983
B-11,B-11 AKS-74U护木,5194,20000,2908,Mechanic,17092
B-12,B-12导轨基座,3453,13333,2071,Jaeger,11262
B-18,B-18导轨基座,3298,3000,1978,Jaeger,1022
PBS-4,AKS-74U PBS-4 5.45x39消音器,32991,37000,18474,Mechanic,18526
MTU002 L,SOK-12 MTU002长顶型铝制护木,10246,30000,5737,Mechanic,24263
MTU002 S,SOK-12 MTU002短顶型铝制护木,7539,19999,4221,Mechanic,15778
CSS-SRM-L,SOK-12 CSS SIGHT RAIL MOUNT照门,2400,15000,1344,Mechanic,13656
GK-02,GK-02膛口制退器,4046,27999,2265,Mechanic,25734
AKS-74UN,AKS-74UN 5.45x39 短突击步枪,19345,40000,10833,Mechanic,29167
AKS-74UB,AKS-74UB 5.45x39 短突击步枪,21746,48000,12177,Mechanic,35823
AKS-74UB防尘盖,IzhMash AKS-74UB防尘盖,3203,20000,1793,Mechanic,18207
AK-74N 默认,卡拉什尼科夫 AK-74N 5.45x39 突击步枪 默认,32898,58000,18418,Mechanic,39582
AKS-74U 默认,AKS-74U 5.45x39 短突击步枪 默认,22573,16666,12636,Mechanic,4030
AKS-74UB 默认,AKS-74UB 5.45x39 短突击步枪 默认,64978,45000,36382,Mechanic,8618
AKS-74UN 默认,AKS-74UN 5.45x39 短突击步枪 默认,28300,33000,15843,Mechanic,17157
AS VAL 默认,AS “巨浪” 9x39 特种突击步枪 默认,104536,198000,58536,Mechanic,139464
"MP-443 ""乌鸦"" 默认",雅利金 MP-443 “乌鸦” 9x19 手枪 默认,12675,9895,7096,Mechanic,2799
MP-133 默认,MP-133 12铅径 霰弹枪 默认,22732,86800,12728,Mechanic,74072
MP-153 默认,MP-153 12铅径 半自动霰弹枪 默认,28029,75000,15694,Mechanic,59306
P226R 默认,P226R 9x19手枪 默认,15213,11000,8516,Mechanic,2484
PB 默认,PB 9x18PM消音手枪 默认,23169,77777,12972,Mechanic,64805
PM 默认,马卡洛夫9x18PM 手枪 默认,9288,54000,5200,Mechanic,48800
PM（t） 默认,马卡洛夫 PM(t) 9x18PM 手枪 默认,10708,150000,5995,Mechanic,144005
PP-9 Klin 默认,PP-9 “楔子” 9x18PMM 微型冲锋枪 默认,28656,25000,16046,Mechanic,8954
PP-91 Kedr 默认,PP-91 “雪松” 9x18PM冲锋枪 默认,23042,70000,12902,Mechanic,57098
PP-91-01 Kedr-B 默认,PP-91-01 Kedr-B 9x18PM冲锋枪 默认,44225,59995,24764,Mechanic,35231
Saiga-12K 默认,Saiga-12K ver.10 12铅径半自动霰弹枪 默认,24354,80000,13635,Mechanic,66365
SV-98 默认,SV-98 7.62x54 狙击步枪 默认,41776,168999,23391,Mechanic,145608
TT 默认,托卡列夫 TT-33 7.62x25 手枪 默认,7517,8000,4207,Mechanic,3793
VSS 默认,VSS “绞丝机” 特种狙击步枪  默认,97872,149969,54804,Mechanic,95165
XPS3-0,EOTech XPS3-0 全息瞄具,19985,29999,11191,Mechanic,18808
XPS3-2,EOTech XPS3-2 全息瞄具,23019,55555,12890,Mechanic,42665
P1X42,"VOMZ Pilad P1X42 ""WEAVER""反射式瞄具",11000,29999,6160,Mechanic,23839
Beta箱,Beta安全箱,750000,0,0,无,0
Gamma箱,Gamma安全箱,1850000,0,0,无,0
P226 tr. 9x19,P226带螺纹枪管 9x19,1562,15000,937,Jaeger,14063
P226保护帽,P226螺纹保护帽,400,40000,224,Mechanic,39776
SKS int.,SKS 7.62x39 10发内置盒型弹匣,1600,1000,896,Mechanic,104
SKS-A5,ProMag SKS-A5 7.62x39 20发SKS弹匣,5697,30000,3190,Mechanic,26810
OP-SKS,西蒙诺夫 OP-SKS 7.62x39 卡宾枪,21814,45000,12215,Mechanic,32785
OP-SKS木托,Molot OP-SKS木质枪托,1885,19999,1131,Jaeger,18868
OPSKS DT,OP-SKS燕尾槽基座,6017,50000,3610,Jaeger,46390
610毫米MP-153 12铅径,610毫米MP-153霰弹枪枪管 12铅径,7180,7538,4308,Jaeger,3230
660毫米MP-153 12ga,660毫米MP-153霰弹枪枪管 12铅径,7179,7537,4307,Jaeger,3230
710毫米MP-153 12ga,710毫米MP-153霰弹枪枪管 12铅径,7481,6000,4488,Jaeger,1512
12/70独头弹,12/70 铅头弹,56,120,31,Mechanic,89
MP153x7,MP-153加长弹仓,1663,39999,931,Mechanic,39068
MP153x6,MP-153加长弹仓,1221,20000,683,Mechanic,19317
MP153x5,MP-153加长弹仓,902,50000,505,Mechanic,49495
AFG blk.,Magpul AFG Black握把,6554,15000,3670,Mechanic,11330
AFG FDE,Magpul AFG握把 FDE,5444,14400,3048,Mechanic,11352
AFG FG,Magpul AFG握把 FG,5258,60000,2944,Mechanic,57056
AFG OD,Magpul AFG握把 OD,6326,30000,3542,Mechanic,26458
PSO gzh,9x19毫米 PSO gzh,49,5,27,Mechanic,-22
LPS Gzh,7.62x54R LPS Gzh,490,699,274,Mechanic,425
DVL-10,DVL-10 “破坏者” 7.62x51 狙击步枪,42974,333211,25784,Jaeger,307427
500毫米 DVL-10 .308,500毫米DVL-10枪管 .308,34672,80000,20803,Jaeger,59197
660毫米DVL-10 M2 .308,660毫米DVL-10 M2枪管 .308,37600,79999,22560,Jaeger,57439
S-BRM,"Harris S-BRM 6-9"" 脚架",4207,24000,2355,Mechanic,21645
DVL-10 M2,LOBAEV Arms DVL-10 M2护木,6269,99999,3510,Mechanic,96489
DVL-10,.308 10发DVL-10弹匣,4493,5100,2516,Mechanic,2584
DVL-10 M2制退器,DVL-10 M2 7.62x51膛口制退器,4557,7777,2551,Mechanic,5226
DVL-10 MD,DVL-10 7.62x51膛口装置,5244,33000,2936,Mechanic,30064
LOBAEV Arms枪托,LOBAEV Arms枪托,4650,38888,2790,Jaeger,36098
RIS II 9.5 BLK,Daniel Defence RIS II 9.5英寸AR-15兼容系统护木,10249,19999,5739,Mechanic,14260
MPX,SIG MPX 9x19 冲锋枪,18907,79999,10587,Mechanic,69412
MPX A2,A2 9x19 MPX消焰器,903,10000,505,Mechanic,9495
MPX拉机柄,MPX 双侧拉机柄,730,8899,408,Mechanic,8491
MPX拉机柄,SIG MPX单掣子销拉机柄,700,55555,392,Mechanic,55163
9x19 MPX,MPX 9x19 30发标准弹匣,2073,5400,1160,Mechanic,4240
MCX/MPX早期型,SIG MCX/MPX早期型折叠伸缩式枪托,2839,10000,1703,Jaeger,8297
203毫米 MPX 9x19,203毫米MPX枪管 9x19,6574,50900,3944,Jaeger,46956
MPX Gen. 1,SIG MPX Gen. 1 MPX护木,7311,35555,4094,Mechanic,31461
MPX手枪式握把,SIG MPX手枪式握把,3274,20000,1833,Mechanic,18167
MPX 1 gen.,SIG MPX一代上机匣 ,3509,70000,1965,Mechanic,68035
SIG可折叠准星,SIG可折叠准星,600,9000,336,Mechanic,8664
SIG可折叠照门,SIG可折叠照门,802,1200,449,Mechanic,751
2In. Gen1,SIG MPX Gen1护木2英寸导轨适配器,1858,3000,1114,Jaeger,1886
"MPX 4""",SIG MPX Gen1护木4英寸导轨适配器,2387,40000,1432,Jaeger,38568
SIG F.K.,SIG枪托伸缩管转接器,3258,68888,1954,Jaeger,66934
165毫米 MPXSD 9x19,165毫米MPX-SD枪管 9x19,5619,25000,3371,Jaeger,21629
MPX-SD,MPX-SD 9x19整体式消声器,21503,20000,12041,Mechanic,7959
MK46K,Tango Down Stubby BGV-MK46K战术握把 FDE,3700,12000,2072,Mechanic,9928
MK46K,Tango Down Stubby BGV-MK46K战术握把 FG,3700,9900,2072,Mechanic,7828
DPCSM,Cross Slot Deltapoint瞄具基座,1625,20000,975,Jaeger,19025
DP,Leupold DeltaPoint反射式瞄具,18157,60000,10167,Mechanic,49833
RBP,Magpul卡宾枪枪托系列橡胶枪托垫,8779,33333,5267,Jaeger,28066
MOE枪托 FDE,MOE卡宾枪枪托 FDE,7633,25000,4579,Jaeger,20421
MOE枪托 FG,MOE卡宾枪枪托 FG,7497,250000,4498,Jaeger,245502
MOE枪托 OD,MOE卡宾枪托 OD,7389,44999,4433,Jaeger,40566
MOE枪托 SG,MOE卡宾枪枪托 SG,7720,48777,4632,Jaeger,44145
T-1,Aimpoint Micro T-1反射式瞄具,28344,30000,15872,Mechanic,14128
AMSH,Aimpoint Micro瞄具垫高器,2203,9999,1321,Jaeger,8678
AMM,Aimpoint Micro瞄具基座,2451,9500,1470,Jaeger,8030
M67,M67手榴弹,8020,15000,4010,Prapor,10990
M80,7.62x51毫米 M80,440,1500,246,Mechanic,1254
DVL-10 Urbana,DVL-10 “破坏者” 7.62x51 狙击步枪 Urbana,104143,100000,58318,Mechanic,41682
MPX 默认,SIG MPX 9x19 冲锋枪 默认,52751,90000,29534,Mechanic,60466
SKS 默认,西蒙诺夫 SKS 7.62x39 卡宾枪 默认,34305,44000,19208,Mechanic,24792
MPX Silenced,SIG MPX 9x19 冲锋枪 Silenced,78166,84000,43767,Mechanic,40233
森林,森林地图,12719,120000,8012,Therapist,111988
USB-A,USB适配器,1737,33333,1094,Therapist,32239
充电电池,可充电电池,17035,11000,10732,Therapist,268
固体燃料,固体燃料,42175,40000,26570,Therapist,13430
HDD,损坏的硬盘,7491,166666,4719,Therapist,161947
磁铁,电磁铁,12713,150000,8009,Therapist,141991
电路板,印制电路板,12749,70000,8031,Therapist,61969
火花塞,火花塞,10989,77777,6923,Therapist,70854
节能灯,节能灯泡,10822,275555,6817,Therapist,268738
紫外线灯泡,紫外线灯泡,15554,14444,9799,Therapist,4645
分析仪,气体分析仪,21697,20000,13669,Therapist,6331
钳子,钳子,8000,11111,5040,Therapist,6071
测量卷尺,施工用测量卷尺,3769,4999,2374,Therapist,2625
螺丝刀,螺丝刀,3500,15000,2205,Therapist,12795
工具,一套工具,31000,160000,19530,Therapist,140470
扳手,扳手,3544,62999,2232,Therapist,60767
钉子,一包钉子,4105,20000,2586,Therapist,17414
Xeno,Xenomorph发泡密封胶,33778,96000,21280,Therapist,74720
Shus,Shustrilo发泡密封胶,35502,97000,22366,Therapist,74634
SAS,串口硬盘,92000,80000,41400,Peacekeeper,38600
SSD,固态硬盘,80000,50000,36000,Peacekeeper,14000
滤罐,防毒面具滤罐,10039,140000,6324,Therapist,133676
火药,“Kite”火药,14000,60000,8820,Therapist,51180
WD-40,100毫升WD-40,6958,40000,4383,Therapist,35617
WD-40,400毫升WD-40,17261,16000,10874,Therapist,5126
个人配给口粮,Iskra个人配给口粮,19358,99999,12195,Therapist,87804
MRE,MRE个人即食口粮,17061,79000,10748,Therapist,68252
文件包,文件包,167469,199999,105505,Therapist,94494
U盘,加密U盘,40152,50000,18068,Peacekeeper,31932
手册,技术指导文件,23900,60000,10755,Peacekeeper,49245
日记,日记,58000,30000,26100,Peacekeeper,3900
日记,袖珍日记,71000,38000,31950,Peacekeeper,6050
Grizzly,Grizzly急救包,35042,99998,22076,Therapist,77922
车载急救包,车载急救包,9240,15000,5821,Therapist,9179
IFAK,IFAK单兵战术急救包,23764,25000,14971,Therapist,10029
力百汀,力百汀抗生素药片,13763,35000,8670,Therapist,26330
钥匙,车钥匙,100,0,63,Therapist,0
茶壶,古董茶壶,46900,55000,29547,Therapist,25453
花瓶,古董花瓶,67800,25000,42714,Therapist,-17714
护甲维修套件,防弹衣维修套件,600000,3500000,336000,Mechanic,3164000
维修套件,武器维修套件,100000,111111,56000,Mechanic,55111
工棚钥匙,拖车停车场工棚钥匙,6607,10000,4162,Therapist,5838
Sixpack,VAZ钥匙,1920,5555,1209,Therapist,4346
门卫,宿舍门卫室钥匙,14200,49999,8946,Therapist,41053
110钥匙,宿舍110房间钥匙,16302,64000,10270,Therapist,53730
钥匙,车钥匙,1500,15000,945,Therapist,14055
105钥匙,宿舍105房间钥匙,15475,81111,9749,Therapist,71362
104钥匙,宿舍104房间钥匙,4123,65000,2597,Therapist,62403
储藏室,加油站储藏室钥匙,12900,1111111,8127,Therapist,1102984
检查站,军事基地检查站钥匙,25058,45000,15786,Therapist,29214
108钥匙,宿舍108房间钥匙,6023,8000,3794,Therapist,4206
204房钥匙,宿舍204房间钥匙,19717,29000,12421,Therapist,16579
保险柜,武器保险柜钥匙,1162,77777,732,Therapist,77045
Yotota,Yotota车钥匙,1204,59000,758,Therapist,58242
M7A1PDW,Troy M7A1 PDW枪托 Blk,5518,23456,3310,Jaeger,20146
M7A1PDW,Troy M7A1 PDW FDE枪托,7441,45000,4464,Jaeger,40536
UVG战术,Viking Tactical UVG战术握把,6528,55554,3655,Mechanic,51899
ZB-014,ZB-014钥匙,14634,26666,9219,Therapist,17447
遮光罩,Axion Kobra 瞄具遮光罩,100,100,56,Mechanic,44
EKP-8-18,Axion Kobra EKP-8-18 反射式瞄具,14000,8000,7840,Mechanic,160
Kobra,Axion Kobra 燕尾槽适配导轨基座,5302,50000,3181,Jaeger,46819
MP5,HK MP5N 9x19 冲锋枪（海军型）,12132,64420,6793,Mechanic,57627
MP5机匣,HK MP5上机匣,3270,10000,1831,Mechanic,8169
MP5机柄,MP5拉机柄,1650,35000,924,Mechanic,34076
MP5WT,MP5 Wide Tropical聚合物护木,3041,1000,1702,Mechanic,-702
9x19 MP5,MP5 9x19标准30发弹匣,4010,22222,2245,Mechanic,19977
Drum,HK MP5鼓式照门,2100,35555,1176,Mechanic,34379
MP5SD抑制器,MP5SD 9x19消音器,26709,99999,14957,Mechanic,85042
HK A2,HK A2枪托,12579,123456,7547,Jaeger,115909
HK A3,HK A3老版枪托,13723,5000,8233,Jaeger,-3233
MFIHK基座,MFI HK通用低轮廓型瞄具导轨,7607,20000,4564,Jaeger,15436
3 Lug,3 Lug螺纹保护器,2766,16000,1548,Mechanic,14452
MP5SD,HK MP5SD上机匣,7836,48990,4388,Mechanic,44602
MP5SD HG,MP5SD聚合物护木,5453,85000,3053,Mechanic,81947
6sh112,UMTBS 6Sh112 Scout-Sniper胸挂（数码丛林迷彩）,21423,23779,13282,Ragman,10497
Alpha,ANA Tactical Alpha胸挂,42881,50000,26586,Ragman,23414
钥匙,机械钥匙,2014,0,1268,Therapist,0
钥匙,海关工厂区简易工棚钥匙,3357,149999,2114,Therapist,147885
203房钥匙,宿舍203房间钥匙,3570,33333,2249,Therapist,31084
钥匙,泵站后门钥匙,5128,30000,3230,Therapist,26770
206钥匙,宿舍206房间钥匙,1735,5999,1093,Therapist,4906
114钥匙,宿舍114房间钥匙,21050,100000,13261,Therapist,86739
103钥匙,宿舍103房间钥匙,3712,29980,2338,Therapist,27642
未知钥匙,未知钥匙,1604,0,1010,Therapist,0
303钥匙,宿舍303房间钥匙,7427,29000,4679,Therapist,24321
SKS SOCOM,UTG SKS SOCOM导轨基座,11969,12566,7181,Jaeger,5385
Hexagon AKM,Hexagon AKM 7.62x39声音抑制器,42714,32500,23919,Mechanic,8581
Hexagon SKS,Hexagon SKS 7.62x39声音抑制器,43874,75000,24569,Mechanic,50431
Hexagon AK-74,Hexagon AK-74 5.45x39声音抑制器,39372,34000,22048,Mechanic,11952
MP5 默认,HK MP5N 9x19 冲锋枪（海军型） 默认,41548,65000,23263,Mechanic,41737
MP5 SD,HK MP5N 9x19 冲锋枪（海军型） SD,73613,64590,41220,Mechanic,23370
AK-74N Magpul,卡拉什尼科夫 AK-74N 5.45x39 突击步枪 Magpul,122934,210000,68835,Mechanic,141165
PWS CQB,AR-15 PWS CQB 5.56 x 45膛口制退器,11990,34567,6714,Mechanic,27853
PWS CQB 74,AK-74 PWS CQB 74 5.45x39膛口制退器,8486,25000,4752,Mechanic,20248
BUS,MFT BUS枪托,8097,22222,4858,Jaeger,17364
EKP-8-02 DT,Axion Kobra EKP-8-02 反射式瞄具（燕尾槽）,9352,10000,5237,Mechanic,4763
UBR GEN2,UBR GEN2 Black枪托,11120,155000,6672,Jaeger,148328
UBR GEN2,UBR GEN2 FDE枪托,11442,200000,6865,Jaeger,193135
SAW,TAPCO SAW-Style Black AK手枪式握把,4500,44444,2520,Mechanic,41924
SAW,TAPCO Saw-style FDE AK手枪式握把 ,4500,75000,2520,Mechanic,72480
LVOA-S blk.,War Sport LVOA-S AR-15兼容护木 blk,16845,70000,9433,Mechanic,60567
LVOA-C blk.,War Sport LVOA-C AR-15兼容护木 blk.,28988,300000,16233,Mechanic,283767
MS2000,MS2000指示器,13923,17000,7796,Mechanic,9204
PP-19-01,PP-19-01 勇士 9x19 冲锋枪,14751,22000,8260,Mechanic,13740
PP-19-01握把,PP-19-01 Izhmash手枪式握把,899,975,503,Mechanic,472
PP-19-01枪托,PP-19-01 勇士 金属框架枪托,1508,14988,904,Jaeger,14084
9x19 Sb.7,lzh.9x19 Sb.7 10发弹匣,1499,1000,839,Mechanic,161
PP-19-01 Br,Izhmash 9x19 PP-19-01膛口制退补偿器,663,30000,371,Mechanic,29629
Saiga-9 Br,Izhmash 9x19 Saiga-9膛口制退补偿器,500,199999,280,Mechanic,199719
Vityaz-SN机匣盖,Izhmash Vityaz-SN机匣盖,2416,58850,1352,Mechanic,57498
Vityaz机匣盖,Izhmash Vityaz机匣盖,1199,1305,671,Mechanic,634
9x19 PP-19-01,PP-19-01 9x19 30发标准弹匣,2422,5000,1356,Mechanic,3644
PP-19-01照门,Izhmash PP-19-01照门,414,11111,231,Mechanic,10880
PP-19-01 默认,PP-19-01 勇士 9x19 冲锋枪 默认,24671,20000,13812,Mechanic,6188
Vityaz,Vityaz 9x19声音抑制器,20343,30000,11392,Mechanic,18608
MUR-1S上机匣,Vltor MUR-1S 5.56x45 AR系统上机匣,32679,160900,18300,Mechanic,142600
Hybrid 46,Silencerco Hybrid 46多口径消音器,69600,115000,38976,Mechanic,76024
DT Hybrid,Silencerco Hybrid 46直接螺纹转接器,4120,50000,2307,Mechanic,47693
Hexagon 12K,Hexagon 12K声音抑制器,23038,25555,12901,Mechanic,12654
PMAG D-60,Magpul PMAG D-60 5.56x45 60发弹匣,15413,240000,8631,Mechanic,231369
SD TRR,B&T MP5 SD三导轨基座环,3284,29992,1970,Jaeger,28022
AK-74导气管,AK-74导气管,2073,18000,1160,Mechanic,16840
PP-19-01导气管,PP-19-01导气管,1793,12222,1004,Mechanic,11218
M1-B,UltiMAK M1-B AK导气管,2241,10000,1254,Mechanic,8746
AKS-74U导气管,AKS-74U导气管,2001,2000,1120,Mechanic,880
AKM,AKM 7.62×39 突击步枪,29513,43000,16527,Mechanic,26473
AK55,Izhmash 7.62x39 30发AK兼容弹匣（1955后装配）,1763,10000,987,Mechanic,9013
GEN M3,Pmag 30 AK/AKM GEN M3 7.62x39 30发AK兼容弹匣,3183,35000,1782,Mechanic,33218
6P1 Sb.1-2,AKM（6P1 Sb.1-2）导气管,2055,100000,1150,Mechanic,98850
6P1 Sb.6-1,AK-74木质护木（6P1 Sb.6-1）,808,657,452,Mechanic,205
6P1 0-14,Izhmash 7.62x39 AKM膛口制退补偿器（6P1 0-14）,608,5000,340,Mechanic,4660
6P1 0-1,Izhmash AKM 防尘盖（6P1 0-1）,1014,5000,567,Mechanic,4433
6P1 Sb.2-1,AKM标准照门（6P1 Sb.2-1）,482,4000,269,Mechanic,3731
6P1 Sb.5,Izhmash AKM木质枪托（6P Sb.5）,2568,250420,1540,Jaeger,248880
Predator Pro v3 XHP35,Armytek Predator Pro v3 XHP35 HI手电,6049,66666,3387,Mechanic,63279
GRAL-S,Naroh Arms GRAL-S AR-15兼容手枪式握把,18012,44444,10086,Mechanic,34358
Stark AR RG,Stark AR AR-15兼容武器步枪握把（Black）,7600,50000,4256,Mechanic,45744
Stark AR RG,Stark AR AR-15兼容武器步枪握把（FDE）,7600,200000,4256,Mechanic,195744
Epsilon,Epsilon安全箱,1100000,0,0,无,0
TA11D,Trijicon ACOG 3.5x35瞄准镜,23476,27777,14085,Jaeger,13692
TA51,TA51瞄具基座,4268,75555,2560,Jaeger,72995
OP-SKS 默认,西蒙诺夫 OP-SKS 7.62x39 卡宾枪 默认,34970,44899,19581,Mechanic,25318
"CASV 2""",Vltor CASV Keymod 2英寸导轨,1581,50000,948,Jaeger,49052
"CASV 4""",Vltor CASV Keymod 4英寸导轨,1777,5000,1066,Jaeger,3934
"CASV 6""",Vltor CASV Keymod 6英寸导轨,2125,33333,1275,Jaeger,32058
BP,7.62x39毫米 BP,1111,3000,622,Mechanic,2378
漂白剂,Ox漂白剂,5988,25000,3772,Therapist,21228
糖,一包糖,21489,175000,13538,Therapist,161462
清洁剂,Clin 玻璃清洁剂,7118,12000,4484,Therapist,7516
Paid,Paid杀蟑剂,5892,50000,3711,Therapist,46289
小苏打,碳酸氢钠,6347,222222,3998,Therapist,218224
软管,波纹软管,9523,215000,5999,Therapist,209001
电钻,电钻,32943,111111,20754,Therapist,90357
螺钉,一包螺钉,3140,10000,1978,Therapist,8022
NaCl,盐水溶液,8508,68888,5360,Therapist,63528
H2O2,过氧化氢溶液（双氧水）,12168,12000,7665,Therapist,4335
狮雕,青铜狮雕,162935,200000,102649,Therapist,97351
钟,木头钟,83316,80000,52489,Therapist,27511
猫雕,猫雕像,62308,22222,39254,Therapist,-17032
有机玻璃,有机玻璃片,8658,169555,5454,Therapist,164101
电源线,电源线,12623,127777,7952,Therapist,119825
T45M,7.62x39毫米 T45M,200,300,112,Mechanic,188
US,7.62x39毫米 US,160,449,89,Mechanic,360
HP,7.62x39毫米 HP,70,72,39,Mechanic,33
AK定制,使用的7.62x39的加强筋10发装金属AK兼容弹匣。,998,1400,558,Mechanic,842
6P2 Sb-11,Molot 6P2.Sb-11 7.62x39 40发AK兼容弹匣,2488,19999,1393,Mechanic,18606
Vepr KM/VPO-136,Vepr KM / VPO-136 7.62x39 卡宾枪,18978,40000,10627,Mechanic,29373
VPO-136,Molot 7.62x39 Vepr KM/VPO-136制退补偿器,600,500,336,Mechanic,164
VPO-136,Molot VPO-136木制枪托,1824,1999,1094,Jaeger,905
VPO-136,VPO-136木制护木,801,500,448,Mechanic,52
AKM胶木,Izhmash AKM胶木手枪式握把,701,5000,392,Mechanic,4608
Molot胶木,Molot AK胶木手枪式握把,768,883,430,Mechanic,453
AKM type,Molot AKM防尘盖,998,1000,558,Mechanic,442
AKM Type,Molot AKM导气管,1977,11111,1107,Mechanic,10004
FMJ,.366 TKM FMJ,80,83,44,Mechanic,39
EKO,.366 TKM EKO,110,260,61,Mechanic,199
Geksa,.366 TKM Geksa,75,79,42,Mechanic,37
AKM/VPO-209,Vepr AKM / VPO-209 .366TKM 卡宾枪,21585,270000,12087,Mechanic,257913
M856,5.56x45毫米 M856,100,890,56,Mechanic,834
M856A1,5.56x45毫米 M856A1,426,1500,238,Mechanic,1262
M995,5.56x45毫米 M995,1230,4500,688,Mechanic,3812
Mk255 Mod0,5.56x45毫米 Mk 255 Mod 0,90,260,50,Mechanic,210
55 FMJ,5.56x45毫米 55 FMJ,130,554,72,Mechanic,482
55 HP,5.56x45毫米 55 HP,50,700,28,Mechanic,672
Module-3M,BNTI Module-3M 防弹背心,21453,11111,13300,Ragman,-2189
Pilgrim,Pilgrim旅行包,78999,1399999,48979,Ragman,1351020
WT胸挂,WARTECH TV-109 + TV-106 胸挂（A-TACS 橄榄绿迷彩）,14252,14000,8836,Ragman,5164
苏联毛帽,带耳罩的苏联毛帽,5013,15000,3108,Ragman,11892
